"MIC"	"COUNTRY"	"ISO COUNTRY CODE (ISO 3166)"	"OPERATING MIC"	"O/S"	"NAME-INSTITUTION DESCRIPTION"	"ACRONYM"	"CITY"	"WEBSITE"	"STATUS DATE"	"STATUS"	"CREATION DATE"	"COMMENTS"
"GRIO"	"UNITED KINGDOM"	"GB"	"GRIF"	"S"	"GRIFFIN MARKETS LIMITED - OTF"		"LONDON"	"WWW.GRIFFINMARKETS.COM"	"FEBRUARY 2017"	"ACTIVE"	"FEBRUARY 2017"	"GRIFFIN ORGANISED TRADING FACILITY."
"GRSE"	"UNITED KINGDOM"	"GB"	"GRSE"	"O"	"THE GREEN STOCK EXCHANGE - ACB IMPACT MARKETS"	"GSE"	"LONDON"	"WWW.ACBIMPACTMARKETS.COM"	"JULY 2014"	"ACTIVE"	"JULY 2014"	"MARKETPLACE FOR SUSTAINABLE SECURITIES (SECURITIES, BONDS, COMMODITIES)"
"GSBX"	"UNITED KINGDOM"	"GB"	"GSIL"	"S"	"GOLDMAN SACHS INTERNATIONAL - SIGMA BCN"		"LONDON"	"WWW.GOLDMANSACHS.COM/GSET"	"OCTOBER 2016"	"ACTIVE"	"OCTOBER 2016"	"GSI BROKER CROSSING NETWORK"
"GSCI"	"GUYANA"	"GY"	"GSCI"	"O"	"THE GUYANA ASSOCIATION OF SECURITIES COMPANIES AND INTERMEDIARIES INC."		"GEORGETOWN"	"WWW.GASCI.COM"	"DECEMBER 2010"	"ACTIVE"	"DECEMBER 2010"	"THIS COMPANY IS THE LOCAL STOCK EXCHANGE THAT ORGANISES AND SUPERVISES THE STOCK MARKET IN GUYANA."
"GSEF"	"UNITED STATES OF AMERICA"	"US"	"GSEF"	"O"	"GFI SWAPS EXCHANGE, LLC"	"GFI SEF"	"NEW YORK"	"WWW.GFIGROUP.COM/MARKETS/SWAPS-EXCHANGE/OVERVIEW.ASPX"	"AUGUST 2014"	"ACTIVE"	"AUGUST 2014"	"SWAPS EXECUTION FACILITY"
"GSIL"	"UNITED KINGDOM"	"GB"	"GSIL"	"O"	"GOLDMAN SACHS INTERNATIONAL"	"GSI"	"LONDON"	"WWW.GOLDMANSACHS.COM/GSET"	"OCTOBER 2016"	"ACTIVE"	"OCTOBER 2016"	
"GSSI"	"UNITED KINGDOM"	"GB"	"GSIL"	"S"	"GOLDMAN SACHS INTERNATIONAL - SYSTEMATIC INTERNALISER"		"LONDON"	"WWW.GOLDMANSACHS.COM/GSET"	"OCTOBER 2016"	"ACTIVE"	"OCTOBER 2016"	"GSI SYSTEMATIC INTERNALISER"
"GSXH"	"HONG KONG"	"HK"	"GSXH"	"O"	"GSX HONG KONG"		"HONG KONG"	"WWW.GSET.GS.COM"	"DECEMBER 2016"	"ACTIVE"	"DECEMBER 2016"	"GOLDMAN SACHS INTERNAL CROSSING FACILITY."
"GSXL"	"GIBRALTAR"	"GI"	"GSXL"	"O"	"THE GIBRALTAR STOCK EXCHANGE"	"GSX"	"GIBRALTAR"	"WWW.GSX.GI"	"JULY 2015"	"ACTIVE"	"JULY 2015"	"EU REGULATED MARKET FOR TECHNICAL LISTINGS IN COLLECTIVE INVESTMENT SCHEMES."
"GTCO"	"UNITED STATES OF AMERICA"	"US"	"GTCO"	"O"	"KCG AMERICAS LLC"		"NEW YORK"	"WWW.KCG.COM"	"JANUARY 2014"	"ACTIVE"	"SEPTEMBER 2008"	"REGISTERED ATS FOR TRADING US CASH EQUITIES.  FINRA MEMBER AND REG ATS ON FILE WITH THE SEC"
"GTSX"	"UNITED STATES OF AMERICA"	"US"	"GTSX"	"O"	"GTSX"	"GTSX"	"NEW YORK"	"WWW.GTSX.COM"	"FEBRUARY 2017"	"ACTIVE"	"FEBRUARY 2017"	
"GTXS"	"UNITED STATES OF AMERICA"	"US"	"GTXS"	"O"	"GTX SEF, LLC"	"GTX"	"BEDMINSTER"	"WWW.GAINGTX.COM/SEF.SHTML"	"NOVEMBER 2016"	"ACTIVE"	"NOVEMBER 2016"	"ELECTRONIC TRADING PLATFORM FOR OTC DERIVATIVES."
"GXGF"	"DENMARK"	"DK"	"GXGR"	"S"	"GXG MTF FIRST QUOTE"		"HORSENS"	"WWW.GXGMARKETS.COM"	"APRIL 2012"	"ACTIVE"	"APRIL 2012"	
"GXGM"	"DENMARK"	"DK"	"GXGR"	"S"	"GXG MTF"		"HORSENS"	"WWW.GXGMARKETS.COM"	"OCTOBER 2011"	"ACTIVE"	"OCTOBER 2011"	"MULTILATERAL TRADING FACILITY FOR EQUITIES AND BONDS."
"GXGR"	"DENMARK"	"DK"	"GXGR"	"O"	"GXG MARKETS A/S"	"DANSK AMP"	"HORSENS"	"WWW.GXGMARKETS.COM"	"MAY 2012"	"ACTIVE"	"MAY 2012"	
"GXMA"	"VANUATU"	"VU"	"GXMA"	"O"	"GX MARKETCENTER"		"VILA"		"MAY 2010"	"ACTIVE"	"MAY 2010"	
"HAMA"	"GERMANY"	"DE"	"XHAM"	"S"	"BOERSE HAMBURG - REGULIERTER MARKT"		"HAMBURG"		"FEBRUARY 2008"	"ACTIVE"	"FEBRUARY 2008"	
"HAMB"	"GERMANY"	"DE"	"XHAM"	"S"	"BOERSE HAMBURG - FREIVERKEHR"		"HAMBURG"		"FEBRUARY 2008"	"ACTIVE"	"FEBRUARY 2008"	
"HAML"	"GERMANY"	"DE"	"XHAM"	"S"	"BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE"		"HAMBURG"	"WWW.BOERSENAG.DE"	"SEPTEMBER 2016"	"ACTIVE"	"APRIL 2016"	
"HAMM"	"GERMANY"	"DE"	"XHAM"	"S"	"BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE - REGULIERTER MARKT"		"HAMBURG"	"WWW.BOERSENAG.DE"	"SEPTEMBER 2016"	"ACTIVE"	"APRIL 2016"	
"HAMN"	"GERMANY"	"DE"	"XHAM"	"S"	"BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE - FREIVERKEHR"		"HAMBURG"	"WWW.BOERSENAG.DE"	"SEPTEMBER 2016"	"ACTIVE"	"APRIL 2016"	
"HANA"	"GERMANY"	"DE"	"XHAN"	"S"	"BOERSE HANNOVER - REGULIERTER MARKT"		"HANNOVER"		"FEBRUARY 2008"	"ACTIVE"	"FEBRUARY 2008"	
"HANB"	"GERMANY"	"DE"	"XHAN"	"S"	"BOERSE HANNOVER - FREIVERKEHR"		"HANNOVER"		"FEBRUARY 2008"	"ACTIVE"	"FEBRUARY 2008"	
"HCHC"	"THE NETHERLANDS"	"NL"	"HCHC"	"O"	"ICE CLEAR NETHERLANDS B.V."		"AMSTERDAM"	"WWW.THEICE.COM"	"SEPTEMBER 2015"	"ACTIVE"	"JANUARY 2014"	"CENTRAL COUNTER PARTY FOR EXCHANGE TRADED DERIVATIVES"
"HDAT"	"GREECE"	"GR"	"HDAT"	"O"	"ELECTRONIC SECONDARY SECURITIES MARKET (HDAT)"	"HDAT"	"ATHENS"	"WWW.BANKOFGREECE.GR"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"HEGX"	"UNITED STATES OF AMERICA"	"US"	"HEGX"	"O"	"NADEX"		"CHICAGO"	"WWW.NADEX.COM"	"APRIL 2010"	"ACTIVE"	"APRIL 2010"	
"HEMO"	"GREECE"	"GR"	"HEMO"	"O"	"LAGIE - OPERATOR OF THE ENERGY MARKET S.A."	"LAGIE S.A."	"PIREAUS"	"WWW.LAGIE.GR"	"APRIL 2015"	"ACTIVE"	"APRIL 2015"	"LAGIE IS RESPONSIBLE FOR MANAGING THE MARKET OF ELECTRIC ENERGY TRADING IN GREECE."
"HMOD"	"ITALY"	"IT"	"HMTF"	"S"	"HI-MTF ORDER DRIVEN"		"MILANO"	"WWW.HIMTF.COM"	"JULY 2008"	"ACTIVE"	"JULY 2008"	"MULTILATERAL TRADING FACILITY ORDER DRIVEN FOR EQUITIES AND BONDS"
"HMTF"	"ITALY"	"IT"	"HMTF"	"O"	"HI-MTF"		"MILANO"	"WWW.HIMTF.COM"	"NOVEMBER 2007"	"ACTIVE"	"NOVEMBER 2007"	
"HOTC"	"GREECE"	"GR"	"ASEX"	"S"	"HELLENIC EXCHANGE OTC MARKET"		"ATHENS"	"WWW.ATHEXGROUP.GR"	"NOVEMBER 2016"	"ACTIVE"	"AUGUST 2008"	"THE HELLENIC EXCHANGE OTC MARKET IS THE OVER-THE-COUNTER ELECTRONIC TRADING MARKET FOR ATHENS EXCHANGE"
"HPCS"	"UNITED KINGDOM"	"GB"	"HPCS"	"O"	"HPC SA"		"LONDON"	"WWW.OTCEXGROUP.COM"	"APRIL 2017"	"ACTIVE"	"APRIL 2017"	"TRADE NAME: TRAYPORT"
"HPPO"	"UNITED STATES OF AMERICA"	"US"	"HPPO"	"O"	"POTAMUS TRADING LLC"	"HPPO"	"BOSTON"	"WWW.POTAMUSTRADING.COM"	"APRIL 2014"	"ACTIVE"	"APRIL 2014"	"WHOLESALE MARKET MAKER FOR NMS EQUITIES.  ELECTRONIC TRADING SERVICES FOR OTHER BROKER-DEALER CLIENTS."
"HRFQ"	"ITALY"	"IT"	"HMTF"	"S"	"HI-MTF RFQ"		"MILANO"	"WWW.HIMTF.COM"	"JULY 2016"	"ACTIVE"	"JULY 2016"	"MTF FOR BONDS BASED ON RFQ NEGOTIATION MODEL"
"HSFX"	"UNITED STATES OF AMERICA"	"US"	"HSFX"	"O"	"HOTSPOT FX"		"JERSEY CITY"	"WWW.HOTSPOTFX.COM"	"JANUARY 2009"	"ACTIVE"	"JANUARY 2009"	
"HSTC"	"VIET NAM"	"VN"	"HSTC"	"O"	"HANOI STOCK EXCHANGE"	"HNX"	"HANOI"	"WWW.HNX.VN"	"JULY 2009"	"ACTIVE"	"JULY 2009"	"HANOI SECURITIES TRADING CENTRE HAS BECOME THE HANOI STOCK EXCHANGE IN JANUARY 2009."
"HSXA"	"HONG KONG"	"HK"	"HSXA"	"O"	"HSBC-X HONG KONG"		"HONG KONG"	"WWW.HSBC.COM.HK"	"OCTOBER 2010"	"ACTIVE"	"OCTOBER 2010"	"TRADING PLATFORM WHICH IS SPECIFICALLY TRADING ASIA PACIFIC CASH EQUITIES WITH THE FOCUS OF HONG KONG CASH EQUITIES."
"HSXE"	"UNITED KINGDOM"	"GB"	"HSXE"	"O"	"HSBC-X UNITED KINGDOM"		"LONDON"	"WWW.HSBC.COM"	"AUGUST 2012"	"ACTIVE"	"AUGUST 2012"	
"HUNG"	"UNITED KINGDOM"	"GB"	"XMTS"	"S"	"MTS HUNGARY"		"LONDON"		"DECEMBER 2014"	"ACTIVE"	"SEPTEMBER 2011"	"MTS HUNGARY IS A DIVISION OF EUROMTS AND TRADES GOVIES BONDS."
"HUPX"	"HUNGARY"	"HU"	"HUPX"	"O"	"HUNGARIAN POWER EXCHANGE"	"HUPX"	"BUDAPEST"	"WWW.HUPX.HU"	"APRIL 2009"	"ACTIVE"	"APRIL 2009"	
"IBAL"	"UNITED KINGDOM"	"GB"	"IBAL"	"O"	"ICE BENCHMARK ADMINISTRATION"	"IBA"	"LONDON"	"WWW.THEICE.COM/IBA"	"JULY 2015"	"ACTIVE"	"JULY 2015"	"INDEPENDENT SUBSIDIARY OF THE ICE, RESPONSIBLE FOR THE END-TO-END ADMINISTRATION OF BENCHMARKS."
"IBEX"	"BULGARIA"	"BG"	"IBEX"	"O"	"INDEPENDENT BULGARIAN ENERGY EXCHANGE"	"IBEX"	"SOFIA"	"WWW.IBEX.BG"	"DECEMBER 2015"	"ACTIVE"	"DECEMBER 2015"	"IBEX WAS ESTABLISHED JANUARY 2014, AS A FULLY-OWNED SUBSIDIARY OF THE BULGARIAN ENERGY HOLDING EAD. IBEX HOLDS A 10-YEAR LICENSE BY THE STATE ENERGY AND WATER REGULATORY COMMISSION TO ORGANIZING A POWER EXCHANGE FOR ELECTRICITY IN BULGARIA."
"IBGH"	"SPAIN"	"ES"	"IBGH"	"O"	"IBERIAN GAS HUB"	"IBGH"	"BILBAO"	"WWW.IBERIANGASHUB.COM"	"APRIL 2015"	"ACTIVE"	"APRIL 2015"	"TRADING PLATFORM FOR THE IBERIAN GAS MARKET."
"IBLX"	"UNITED STATES OF AMERICA"	"US"	"XINS"	"S"	"INSTINET BLX"		"NEW YORK"	"WWW.INSTINET.COM"	"JUNE 2009"	"ACTIVE"	"JUNE 2009"	"VOLUME-TRIGGERED, MULTI-PARTY DARK CONTINUOUS BLOCK CROSSING ATS FOR US EQUITIES."
"IBUL"	"BULGARIA"	"BG"	"XBUL"	"S"	"BULGARIAN STOCK EXCHANGE - INTERNATIONAL INSTRUMENTS"	"BSE"	"SOFIA"	"WWW.BSE-SOFIA.BG"	"MAY 2017"	"ACTIVE"	"MAY 2017"	
"ICAH"	"UNITED KINGDOM"	"GB"	"ICAP"	"S"	"TRAYPORT"		"LONDON"	"WWW.ICAP.COM"	"DECEMBER 2013"	"ACTIVE"	"JUNE 2007"	"ICAP ELECTRONIC BROKING LIMITED"
"ICAP"	"UNITED KINGDOM"	"GB"	"ICAP"	"O"	"ICAP EUROPE"		"LONDON"	"WWW.I-SWAP.COM"	"JUNE 2007"	"ACTIVE"	"JUNE 2007"	
"ICAS"	"NORWAY"	"NO"	"ICAS"	"O"	"ICAP ENERGY AS"		"BERGEN"	"WWW.ICAPENERGY.COM/EU"	"JULY 2008"	"ACTIVE"	"JULY 2008"	"MTF - ELECTRONIC TRADING PLATFORM FOR OTC DERIVATIVES"
"ICBX"	"UNITED STATES OF AMERICA"	"US"	"XINS"	"S"	"INSTINET CBX (US)"		"NEW YORK"	"WWW.INSTINET.COM"	"NOVEMBER 2008"	"ACTIVE"	"NOVEMBER 2008"	"CONTINUOUS BLOCK CROSSING DESTINATION FOR US EQUITIES."
"ICDX"	"INDONESIA"	"ID"	"ICDX"	"O"	"INDONESIA COMMODITY AND DERIVATIVES EXCHANGE"		"JAKARTA"	"WWW.ICDEXCHANGE.COM"	"FEBRUARY 2010"	"ACTIVE"	"FEBRUARY 2010"	"COMMODITY DERIVATIVES, INCLUDING THREE MAJOR GROUPS OF COMMODITIES: METALS, SOFT AGRICULTURAL PRODUCTS, AND ENERGY."
"ICEL"	"UNITED STATES OF AMERICA"	"US"	"ICEL"	"O"	"ISLAND ECN LTD, THE"		"NEW YORK"	"WWW.ISLAND.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"ICEN"	"UNITED KINGDOM"	"GB"	"ICAP"	"S"	"ICAP ENERGY"		"LONDON"	"WWW.ICAPENERGY.COM"	"JUNE 2007"	"ACTIVE"	"JUNE 2007"	
"ICES"	"UNITED STATES OF AMERICA"	"US"	"IFUS"	"S"	"ICE SWAP TRADE LLC"		"NEW YORK"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"AUGUST 2013"	"SWAP EXECUTION FACILITY"
"ICRO"	"UNITED STATES OF AMERICA"	"US"	"XINS"	"S"	"INSTINET VWAP CROSS"		"NEW YORK"	"WWW.INSTINET.COM"	"JUNE 2009"	"ACTIVE"	"JUNE 2009"	"CALL MARKET CROSS PRICED AT THE DAY'S VWAP FOR US EQUITIES."
"ICSE"	"UNITED KINGDOM"	"GB"	"ICAP"	"S"	"ICAP SECURITIES"		"LONDON"	"WWW.ICAP.COM"	"JUNE 2007"	"ACTIVE"	"JUNE 2007"	
"ICSU"	"UNITED STATES OF AMERICA"	"US"	"BTEC"	"S"	"ICAP SEF (US)  LLC."		"JERSEY CITY"	"WWW.ICAP.COM"	"NOVEMBER 2015"	"ACTIVE"	"JULY 2014"	"SEF FOR TRADING CFTC REGULATED SWAPS"
"ICTQ"	"UNITED KINGDOM"	"GB"	"ICAP"	"S"	"ICAP TRUEQUOTE"		"LONDON"	"WWW.ICAPENERGY.COM/EU"	"MARCH 2010"	"ACTIVE"	"MARCH 2010"	"ELECTONIC TRADING PLATFORM FOR OTC OIL SWAPS."
"ICXL"	"INDIA"	"IN"	"ICXL"	"O"	"INDIAN COMMODITY EXCHANGE LTD."		"MUMBAI"	"WWW.ICEXINDIA.COM"	"APRIL 2010"	"ACTIVE"	"APRIL 2010"	"INDIAN COMMODITY EXCHANGE LTD IS A SCREEN BASED ON-LINE DERIVATIVES EXCHANGE FOR COMMODITIES."
"IENG"	"POLAND"	"PL"	"IENG"	"O"	"INFOENGINE OTC"		"WARSAW"	"WWW.INFOENGINE.PL"	"JUNE 2016"	"ACTIVE"	"JUNE 2016"	"PLATFORM FOR OTC TRADE IN NATURAL GAS AND ELECTRICITY"
"IEPA"	"UNITED STATES OF AMERICA"	"US"	"IFUS"	"S"	"INTERCONTINENTAL EXCHANGE"	"ICE"	"ATLANTA"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"MARCH 2008"	
"IEXG"	"UNITED STATES OF AMERICA"	"US"	"IEXG"	"O"	"INVESTORS EXCHANGE"	"IEX"	"NEW YORK"	"WWW.IEXTRADING.COM"	"SEPTEMBER 2016"	"ACTIVE"	"OCTOBER 2013"	
"IFCA"	"CANADA"	"CA"	"IFCA"	"O"	"ICE FUTURES CANADA"		"WINNIPEG"	"WWW.THEICE.COM"	"OCTOBER 2011"	"ACTIVE"	"OCTOBER 2011"	"ELECTRONIC PLATFORM TO TRADE FUTURES AND OPTIONS PRODUCTS. IFCA REPLACES MIC XWCE."
"IFED"	"UNITED STATES OF AMERICA"	"US"	"IFUS"	"S"	"ICE FUTURES U.S. ENERGY DIVISION"		"NEW YORK"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"AUGUST 2012"	
"IFEN"	"UNITED KINGDOM"	"GB"	"IFEU"	"S"	"ICE FUTURES EUROPE - OIL AND REFINED PRODUCTS DIVISION"		"LONDON"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"DECEMBER 2013"	"ELECTRONIC PLATFORM TO TRADE FUTURES AND OPTIONS PRODUCTS."
"IFEU"	"UNITED KINGDOM"	"GB"	"IFEU"	"O"	"ICE FUTURES EUROPE"		"LONDON"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"OCTOBER 2011"	"ELECTRONIC PLATFORM TO TRADE FUTURES AND OPTIONS PRODUCTS."
"IFLL"	"UNITED KINGDOM"	"GB"	"IFEU"	"S"	"ICE FUTURES EUROPE - FINANCIAL PRODUCTS DIVISION"		"LONDON"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"DECEMBER 2013"	"ELECTRONIC PLATFORM TO TRADE FUTURES AND OPTIONS PRODUCTS."
"IFLO"	"UNITED KINGDOM"	"GB"	"IFEU"	"S"	"ICE FUTURES EUROPE - EQUITY PRODUCTS DIVISION"		"LONDON"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"DECEMBER 2013"	"ELECTRONIC PLATFORM TO TRADE FUTURES AND OPTIONS PRODUCTS."
"IFLX"	"UNITED KINGDOM"	"GB"	"IFEU"	"S"	"ICE FUTURES EUROPE - AGRICULTURAL PRODUCTS DIVISION"		"LONDON"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"DECEMBER 2013"	"ELECTRONIC PLATFORM TO TRADE FUTURES AND OPTIONS PRODUCTS."
"IFSG"	"SINGAPORE"	"SG"	"IFSG"	"o"	"ICE FUTURES SINGAPORE"		"SINGAPORE"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"DECEMBER 2013"	"ELECTRONIC PLATFORM TO TRADE FUTURES AND OPTIONS PRODUCTS."
"IFUS"	"UNITED STATES OF AMERICA"	"US"	"IFUS"	"O"	"ICE FUTURES U.S."		"NEW YORK"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"OCTOBER 2011"	"ELECTRONIC PLATFORM TO TRADE FUTURES AND OPTIONS PRODUCTS. IFUS REPLACES MIC ICUS."
"IFUT"	"UNITED KINGDOM"	"GB"	"IFEU"	"S"	"ICE FUTURES EUROPE - EUROPEAN UTILITIES DIVISION"		"LONDON"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"DECEMBER 2013"	"ELECTRONIC PLATFORM TO TRADE FUTURES AND OPTIONS PRODUCTS."
"IGDL"	"UNITED KINGDOM"	"GB"	"ICAP"	"S"	"ICAP GLOBAL DERIVATIVES LIMITED"	"IGDL"	"LONDON"	"WWW.ICAP.COM/WHAT-WE-DO/GLOBAL-BROKING/SEF.ASPX"	"NOVEMBER 2016"	"ACTIVE"	"NOVEMBER 2016"	
"IIDX"	"UNITED STATES OF AMERICA"	"US"	"XINS"	"S"	"INSTINET IDX"		"NEW YORK"	"WWW.INSTINET.COM"	"JUNE 2009"	"ACTIVE"	"JUNE 2009"	"POINT-IN-TIME DARK ATS FOR US EQUITIES."
"IMAG"	"UNITED STATES OF AMERICA"	"US"	"IFUS"	"S"	"ICE MARKETS AGRICULTURE"		"ATLANTA"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"JUNE 2011"	"ELECTRONIC PLATFORM TO TRADE FUTURES, OPTIONS AND OTC AGRICULTURAL PRODUCTS."
"IMBD"	"UNITED STATES OF AMERICA"	"US"	"IFUS"	"S"	"ICE MARKETS BONDS"		"ATLANTA"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"JUNE 2011"	"ELECTRONIC PLATFORM TO TRADE FUTURES AND OPTIONS PRODUCTS."
"IMCC"	"UNITED STATES OF AMERICA"	"US"	"IFUS"	"S"	"CREDITEX SECURITIES CORPORATION"		"NEW YORK"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"AUGUST 2013"	"OTC MARKET FOR CREDIT DERIVATIVES"
"IMCG"	"UNITED STATES OF AMERICA"	"US"	"IFUS"	"S"	"CREDITEX LLC"		"NEW YORK"	"WWW.THEICE.COM"	"JUNE 2015"	"ACTIVE"	"AUGUST 2013"	"OTC MARKET FOR CREDIT DERIVATIVES"
"IMCO"	"THE NETHERLANDS"	"NL"	"NDEX"	"S"	"ICE ENDEX PHYSICAL FORWARDS"		"AMSTERDAM"	"WWW.THEICE.COM"	"MAY 2017"	"MODIFIED"	"JUNE 2011"	"ELECTRONIC PLATFORM TO TRADE PHYSICAL FORWARDS."
"IMCR"	"UNITED STATES OF AMERICA"	"US"	"IFUS"	"S"	"ICE MARKETS CREDIT"		"ATLANTA"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"JUNE 2011"	"ELECTRONIC PLATFORM TO TRADE CREDIT PRODUCTS."
"IMEN"	"UNITED STATES OF AMERICA"	"US"	"IFUS"	"S"	"ICE MARKETS ENERGY"		"ATLANTA"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"JUNE 2011"	"ELECTRONIC PLATFORM TO TRADE ENERGY PRODUCTS."
"IMEQ"	"THE NETHERLANDS"	"NL"	"NDEX"	"S"	"ICE MARKETS EQUITY"	"ICE ENDEX"	"AMSTERDAM"	"WWW.THEICE.COM/ENDEX"	"MARCH 2017"	"ACTIVE"	"JUNE 2011"	"ELECTRONIC PLATFORM TO TRADE EQUITY PRODUCTS."
"IMEX"	"IRAN"	"IR"	"IMEX"	"O"	"IRAN MERCANTILE EXCHANGE"		"TEHRAN"	"WWW.IME.CO.IR"	"AUGUST 2011"	"ACTIVE"	"AUGUST 2011"	"COMMODITIES EXCHANGE."
"IMFX"	"UNITED STATES OF AMERICA"	"US"	"IFUS"	"S"	"ICE MARKETS FOREIGN EXCHANGE"		"ATLANTA"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"MAY 2011"	"ELECTRONIC TRADING PLATFORM FOR OTC DERIVATIVES."
"IMIR"	"UNITED STATES OF AMERICA"	"US"	"IFUS"	"S"	"ICE MARKETS RATES"		"ATLANTA"	"WWW.THEICE.COM"	"DECEMBER 2013"	"ACTIVE"	"OCTOBER 2011"	"ELECTRONIC PLATFORM TO TRADE CURRENCY PRODUCTS."
"IMTS"	"UNITED KINGDOM"	"GB"	"XMTS"	"S"	"MTS IRELAND"		"LONDON"	"WWW.MTSIRELAND.COM"	"NOVEMBER 2005"	"ACTIVE"	"NOVEMBER 2005"	
"ISDA"	"UNITED STATES OF AMERICA"	"US"	"ISDA"	"O"	"ISDAFIX"		"NEW YORK"	"WWW2.ISDA.ORG"	"NOVEMBER 2012"	"ACTIVE"	"NOVEMBER 2012"	"SCREEN SERVICE FOR SWAP RATES FOR SWAP TRANSACTIONS WORLDWIDE."
"ISDX"	"UNITED KINGDOM"	"GB"	"ICAP"	"S"	"ICAP SECURITIES & DERIVATIVES EXCHANGE LIMITED"		"LONDON"	"WWW.ISDX.COM"	"NOVEMBER 2012"	"ACTIVE"	"NOVEMBER 2012"	"THE MARKET OPERATOR PLUS STOCK EXCHANGE PLC CHANGED ITS NAME TO ICAP SECURITIES & DERIVATIVES EXCHANGE LIMITED, ISDX WITH EFFECT FROM 31 OCTOBER 2012."
"ISEX"	"INDIA"	"IN"	"ISEX"	"O"	"INTER-CONNECTED STOCK EXCHANGE OF INDIA LTD"	"ISE"	"MUMBAI"	"WWW.ISEINDIA.COM"	"SEPTEMBER 2007"	"ACTIVE"	"SEPTEMBER 2007"	
"ISWA"	"UNITED KINGDOM"	"GB"	"ISWA"	"O"	"I-SWAP"		"LONDON"	"WWW.I-SWAP.COM"	"JANUARY 2012"	"ACTIVE"	"JANUARY 2012"	"AUTHORISED MTF FOR OF EURO INTEREST RATE SWAPS."
"ITGI"	"UNITED STATES OF AMERICA"	"US"	"ITGI"	"O"	"ITG - POSIT"		"NEW YORK"	"WWW.ITG.COM"	"MARCH 2013"	"ACTIVE"	"DECEMBER 2005"	"ATS"
"IVZX"	"CANADA"	"CA"	"IVZX"	"O"	"INVESCO CANADA PTF TRADES"		"TORONTO"	"WWW.INVESCO.CA"	"JULY 2014"	"ACTIVE"	"JULY 2014"	"TRADING PLATFORM FOR MUTUAL FUNDS"
"JADX"	"SINGAPORE"	"SG"	"JADX"	"O"	"JOINT ASIAN DERIVATIVES EXCHANGE"		"SINGAPORE"	"WWW.JADEEXCHANGE.COM"	"MAY 2007"	"ACTIVE"	"MAY 2007"	
"JASR"	"JAPAN"	"JP"	"XIJP"	"S"	"JAPANCROSSING"		"TOKYO"	"WWW.INSTINET.COM"	"SEPTEMBER 2007"	"ACTIVE"	"SEPTEMBER 2007"	
"JEFX"	"UNITED STATES OF AMERICA"	"US"	"JEFX"	"O"	"JETX"		"NEW YORK"	"WWW.JEFFERIES.COM"	"JULY 2014"	"ACTIVE"	"JULY 2014"	"DARK POOL FOR NMS EQUITIES"
"JPBX"	"UNITED STATES OF AMERICA"	"US"	"JPBX"	"O"	"JPBX"	"JPBX"	"NEW YORK"	"WWW.JPMORGAN.COM"	"JANUARY 2017"	"ACTIVE"	"JANUARY 2017"	"J.P. MORGAN ATS"
"JPMI"	"HONG KONG"	"HK"	"JPMI"	"O"	"JP MORGAN - JPMI MARKET"	"JPMI"	"HONG KONG"	"WWW.JPMORGAN.COM"	"JULY 2016"	"ACTIVE"	"JULY 2016"	
"JPMX"	"UNITED STATES OF AMERICA"	"US"	"JPMX"	"O"	"JPMX"	"JPMX"	"NEW YORK"	"WWW.JPMORGAN.COM"	"FEBRUARY 2012"	"ACTIVE"	"FEBRUARY 2012"	"J.P. MORGAN ATS"
"JPSI"	"UNITED KINGDOM"	"GB"	"JPSI"	"O"	"J.P. MORGAN SECURITIES PLC"		"LONDON"	"WWW.JPMORGAN.COM"	"JANUARY 2017"	"ACTIVE"	"JANUARY 2017"	"SYSTEMATIC INTERNALISER."
